MID,Title,Description,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,PID,DID
680,The Age of Shadows,Japanese agents close in as members of the Korean resistance plan an attack in 1920's Seoul.,2016,140,7.2,2403,0.54,78,741,D448
681,The Hunger Games: Mockingjay - Part 1,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",2014,123,6.7,331902,337.1,64,742,D449
682,We Need to Talk About Kevin,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",2011,112,7.5,104953,1.74,68,743,D449
683,Love & Friendship,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",2016,90,6.5,16164,14.01,87,744,D450
684,The Mortal Instruments: City of Bones,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",2013,130,5.9,112313,31.17,33,745,D451
685,Seven Pounds,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,2008,123,7.7,245144,69.95,36,746,D452
686,The King's Speech,"The story of King George VI of the United Kingdom of Great Britain and Northern Ireland, his impromptu ascension to the throne and the speech therapist who helped the unsure monarch become worthy of it.",2010,118,8,534388,138.8,88,747,D453
687,Hunger,Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,2008,96,7.6,54486,0.15,82,748,D454
688,Jumper,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,2008,88,6.1,252503,80.17,35,749,D455
689,Toy Story 3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",2010,103,8.3,586669,414.98,92,750,D455
690,Tinker Tailor Soldier Spy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",2011,122,7.1,157053,24.1,85,751,D455
691,Resident Evil: Retribution,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.,2012,96,5.4,114144,42.35,39,752,D456
692,Dear Zindagi,"Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.",2016,151,7.8,23540,1.4,56,753,D457
693,Genius,"A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others.",2016,104,6.5,10708,1.36,58.98504274,754,D457
694,Pompeii,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",2014,105,5.5,90188,23.22,39,445,D457
695,Life of Pi,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",2012,127,7.9,471109,124.98,79,180,D458
696,Hachi: A Dog's Tale,A college professor's bond with the abandoned dog he takes into his home.,2009,93,8.1,177602,82.95637615,61,755,D459
697,10 Years,"The night before their high school reunion, a group of friends realize they still haven't quite grown up in some ways.",2011,100,6.1,19636,0.2,58.98504274,756,D459
698,I Origins,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,2014,106,7.3,86271,0.33,57,757,D459
699,Live Free or Die Hard,John McClane and a young hacker join forces to take down master cyber-terrorist Thomas Gabriel in Washington D.C.,2007,128,7.2,347567,134.52,69,758,D459
700,The Matchbreaker,"When an idealistic romantic gets fired from his day job, he is offered a ""one-time gig"" to break up a girl's relationship for her disapproving parents. This ""one-time"" gig spreads through ... See full summary »",2016,94,5.5,1427,82.95637615,44,759,D460
701,Funny Games,Two psychopathic young men take a family hostage in their cabin.,2007,111,6.5,73835,1.29,58.98504274,760,D461
702,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",2012,106,7,494641,218.63,62,761,D461
703,RED,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",2010,111,7.1,250012,90.36,60,762,D461
704,Australia,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",2008,165,6.6,106115,49.55,53,763,D462
705,Faster,An ex-con gets on a series of apparently unrelated killings. He gets tracked by a veteran cop with secrets of his own and an egocentric hit man.,2010,98,6.5,83788,23.23,44,764,D463
706,The Neighbor,"Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.",2016,87,5.8,4754,82.95637615,60,765,D290
707,The Adjustment Bureau,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,2011,106,7.1,208632,62.45,58.98504274,766,D464
708,The Hollars,A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,2016,88,6.5,5908,1.02,53,767,D465
709,The Judge,"Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.",2014,141,7.4,146812,47.11,48,768,D466
710,Closed Circuit,A high-profile terrorism case unexpectedly binds together two ex-lovers on the defense team - testing the limits of their loyalties and placing their lives in jeopardy.,2013,96,6.2,18437,5.73,50,723,D466
711,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009,150,6,335757,402.08,35,769,D467
712,La tortue rouge,"A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.",2016,80,7.6,11482,0.92,86,770,D468
713,The Book of Life,"Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.",2014,95,7.3,50388,50.15,67,771,D469
714,Incendies,"Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes.",2010,131,8.2,92863,6.86,80,772,D470
715,The Heartbreak Kid,A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.,2007,116,5.8,74664,36.77,46,578,D471
716,Happy Feet,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",2006,108,6.5,141141,197.99,77,773,D471
717,Entourage,"Movie star Vincent Chase, together with his boys Eric, Turtle, and Johnny, are back - and back in business with super agent-turned-studio head Ari Gold on a risky project that will serve as Vince's directorial debut.",2015,104,6.6,64557,32.36,38,774,D290
718,The Strangers,A young couple staying in an isolated vacation home are terrorized by three unknown assailants.,2008,86,6.2,96718,52.53,47,775,D472
719,Noah,A man is chosen by his world's creator to undertake a momentous mission before an apocalyptic flood cleanses the world.,2014,138,5.8,209700,101.16,68,776,D473
720,Neighbors,"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",2014,97,6.4,236500,150.06,68,777,D474
721,Nymphomaniac: Vol. II,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",2013,123,6.7,65824,0.33,60,778,D475
722,Wild,"A chronicle of one woman's 1,100-mile solo hike undertaken as a way to recover from a recent personal tragedy.",2014,115,7.1,95553,37.88,76,779,D476
723,Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010,102,6,190385,162,30,780,D477
724,Blair Witch,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.",2016,89,5.1,26088,20.75,47,781,D478
725,The Karate Kid,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",2010,140,6.2,127983,176.59,61,782,D479
726,Dark Shadows,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",2012,113,6.2,209326,79.71,55,783,D480
